Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Latvia,Operator Holding Account,SIA „Dobeles energija”,45103002039,2005-11-24,closed,E. Francmana iela – 6,LV- 3701,Dobele,2367,2321,2277,,,,,,,,,,,,,,927,754,633,0,,Not Reported,,,,,,,,,,,927,754,633,,,,,,,,,,,,,
Latvia,Operator Holding Account,Paðvaldibas AS „Daugavpils siltumtikli”,,2005-11-24,closed,18.Novembra iela 4,LV-5401,Daugavpils,688,675,662,,,,,,,,,,,,,,776,638,564,0,,Not Reported,,,,,,,,,,,776,638,564,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Ludzas Bio-Energija”,,2007-11-29,closed,S. Eizenðteina iela 29,LV-1079,Riga,13418,13158,12907,100,100,100,100,0,,,,,,,,,169,82,123,177,50,160,,,,,,,,,,,169,82,123,177,50,160,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Latelektro Gulbene”,,2007-12-21,closed,Miera iela 17,LV-4403,Gulbene,52311,51887,51479,0,0,0,0,0,,,,,,,,,0,0,0,0,,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Operator Holding Account,AS „Olaines ķīmiskā rūpnīca BIOLARS”,40003245470,2007-12-28,open,Rupnicu iela 3,LV-2114,Olaine,4134,4134,4134,3197,3197,3197,3197,3197,2334,2294,2253,2211,2169,2127,2084,2041,2563,2641,2162,1936,1618,1367,1389,1487,1420,1529,1566,1685,,,,,2563,2641,2162,1936,1618,1367,1389,1487,1420,1529,1566,1685,,,,
Latvia,Operator Holding Account,SIA „Kuldigas siltumtikli”,,2005-11-24,closed,Planicas iela 4,LV-3301,Kuldiga,4709,4618,4530,,,,,,,,,,,,,,6401,6340,3818,0,,Not Reported,,,,,,,,,,,6401,6340,3818,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Kuldigas siltumtikli”,,2005-11-24,closed,Planicas iela 4,LV-3301,Kuldiga,175,171,168,,,,,,,,,,,,,,261,216,,,,Not Reported,,,,,,,,,,,261,216,,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Kuldigas siltumtikli”,,2005-11-24,closed,Planicas iela 4,LV-3301,Kuldiga,842,826,810,,,,,,,,,,,,,,1265,806,,,,Not Reported,,,,,,,,,,,1265,806,,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Kuldigas siltumtikli”,,2005-11-24,closed,Planicas iela 4,LV-3301,Kuldiga,1615,1583,1553,,,,,,,,,,,,,,1029,570,,,,Not Reported,,,,,,,,,,,1029,570,,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Kuldigas siltumtikli”,,2005-11-24,closed,Planicas iela 4,LV-3301,Kuldiga,1291,1266,1242,,,,,,,,,,,,,,544,287,,,,Not Reported,,,,,,,,,,,544,287,,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Kuldigas siltumtikli”,,2005-11-24,closed,Planicas iela 4,LV-3301,Kuldiga,84,83,81,,,,,,,,,,,,,,0,0,,,,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Kuldigas siltumtikli”,,2005-11-24,closed,Planicas iela 4,LV-3301,Kuldiga,20,20,19,,,,,,,,,,,,,,0,0,,,,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Operator Holding Account,adfd,,2005-12-16,closed,ad,ads,ad,,,,,,,,,,,,,,,,,,,,,,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
